BD_Team,Region,Client_Name,Industry,Lead_Source,Campaign,Lead_Score,Current_Stage,Initial_Contact_Date,Deal_Closed_Date,Expected_Deal_Size,Actual_Revenue,BD_Representative,Opportunity_ID
Team D,Middle-East,Urbanmobility,Transportation,Referral,FinTechWebinar,47,Qualified,45175,,23606.83,0,Emma Johnson,OPP-00803
Team D,Asia-Pacific,MediCore,Healthcare,Event,Green Tech Day,45,Prospecting,45830,,46306.655,0,Unknown,OPP-00804
Team D,Europe,AgriHarvest,Agriculture,Partnership,Tech Summit,22,Qualified,45557,,84376.22,0,Chen Wei,OPP-00805
Team A,Middle-East,MediCore,Healthcare,Social Media,FinTech Webinar,71,Negotiation,45561,,66598.69,0,Alex Patel,OPP-00806
Team D,Middle-East,SafeBank,Financial Services,Referral,FinTech Webinar,45,Qualified,45202,,37590.61,0,Chen Wei,OPP-00807
Team C,Asia-Pacific,AgriCorp,Agriculture,Outbound,Healthcare Expo,28,Closed Won,45678,45689,26073.46,27834.81,Lina Fernandez,OPP-00808
Team E,Asia-Pacific,EduNext,Education,Event,Spring Launch,29,Closed Lost,45294,45459,12720.44,0,Rafael Souza,OPP-00809
Team A,Middle-East,EduNext,Education,Email Campaign,Spring launch,57,Prospecting,45321,,118975.93,0,Priya Singh,OPP-00810
Team E,North-America,GreenSystems,Renewable Energy,Inbound,Green Tech Day,45,Proposal Sent,45855,,24696.18,0,Sara Ibrahim,OPP-00811
Team E,Latin-America,AgriCorp,Agriculture,Referral,Tech Summit,60,Proposal Sent,45823,,89858.75,0,Sara Ibrahim,OPP-00812
Team A,Asia-Pacific,GreenTech,Renewable Energy,Social Media,Referral Program,40,Qualified,45371,,64082.23,0,Alex Patel,OPP-00813
Team A,Asia-Pacific,SafeBank,Financial Services,Webinar,Green Tech Day,40,Negotiation,45738,,76080.97,0,Alex Patel,OPP-00814
Team C,Asia-Pacific,FinEdge,Financial Services,Email Campaign,Spring Launch,62,Prospecting,45741,,69027.51,0,Samir Gupta,OPP-00815
Team A,Europe,FinEdge,Financial Services,Social Media,Referral Program,26,Closed Lost,45748,45802,32464.97,0,Alex Patel,OPP-00816
Team D,Middle-East,CloudWorks,Cloud Computing,Unknown,spring launch,59,Qualified,45390,,54567.65,0,Chen Wei,OPP-00817
Team B,Europe,AgriHarvest,Agriculture,Referral,Tech Summit,94,Closed Won,45557,45724,27250.24,24585.63,Rohit Menon,OPP-00818
Team B,Middle-East,AgriCorp,Agriculture,Outbound,FinTech Webinar,49,Negotiation,45724,,60171.24,0,Rohit Menon,OPP-00819
Team B,Middle-East,AgriHarvest,Agriculture,Inbound,Education Forum,88,Negotiation,45612,,25425.95,0,Rohit Menon,OPP-00820
Team C,Latin-America,Urbanmobility,Transportation,Partnership,Green Tech Day,78,Negotiation,45711,,43307.33,0,Lina Fernandez,OPP-00821
Team D,North-America,MarketIQ,Market Intelligence,Referral,Tech Summit,21,Prospecting,45575,,32353.42,0,Chen Wei,OPP-00822
Team A,Middle-East,AgriHarvest,Agriculture,Social Media,healthcare expo,48,Prospecting,45609,,33534.44,0,Alex Patel,OPP-00823
Team D,Middle-East,GreenTech,Renewable Energy,Referral,Healthcare Expo,52,Qualified,45745,,213454.72,0,Emma Johnson,OPP-00824
Team C,Middle-East,AgriCorp,Agriculture,Partnership,FinTech Webinar,53,Negotiation,45704,,28400.34,0,Lina Fernandez,OPP-00825
Team C,Latin-America,AgriHarvest,Agriculture,Referral,Education Forum,92,Qualified,45714,,132834.76,0,Samir Gupta,OPP-00826
Team D,North-America,FinEdge,Financial Services,Referral,Green Tech Day,89,Prospecting,45209,,158064.03,0,Emma Johnson,OPP-00827
Team B,Latin-America,BioHealth,Biotechnology,Inbound,tech summit,90,Closed Won,45416,45587,41186.54,36439.07,Meera Shah,OPP-00828
Team D,Middle-East,SafeBank,Financial Services,Social Media,FinTechWebinar,89,Closed Won,45763,45814,60640.94,56326.02,Chen Wei,OPP-00829
Team D,Europe,CloudWorks,Cloud Computing,Referral,spring launch,61,Negotiation,45647,,37633.76,0,Chen Wei,OPP-00830
Team C,Middle-East,AgriCorp,Agriculture,Referral,Spring Launch,69,Closed Won,45194,45296,96341.19,95823.66,Samir Gupta,OPP-00831
Team B,Latin-America,AgriCorp,Agriculture,Referral,green tech day,95,Prospecting,45500,,92380.79,0,Rohit Menon,OPP-00832
Team E,Asia-Pacific,CloudWorks,Cloud Computing,Event,Green Tech Day,46,Qualified,45769,,34939.75,0,Rafael Souza,OPP-00833
Team A,Middle-East,AgriCorp,Agriculture,Inbound,Referral Program,96,Prospecting,45277,,18477.33,0,Priya Singh,OPP-00834
Team E,North-America,GreenTech,Renewable Energy,Referral,Spring Launch,76,Qualified,45522,,121817.34,0,Sara Ibrahim,OPP-00835
Team B,Latin-America,AgriCorp,Agriculture,Referral,Green Tech Day,94,Closed Lost,45474,45514,29911.16,0,Meera Shah,OPP-00836
Team B,Middle-East,CloudWorks,Cloud Computing,Email Campaign,Green Tech Day,85,Qualified,45647,,38506.78,0,Rohit Menon,OPP-00837
Team C,Latin-America,AgriCorp,Agriculture,Webinar,Agri Meet,56,Proposal Sent,45292,,48333.24,0,Lina Fernandez,OPP-00838
Team E,Europe,MarketIQ,Market Intelligence,Inbound,Green Tech Day,65,Qualified,45387,,80237.71,0,Rafael Souza,OPP-00839
Team C,Latin-America,MediCore,Healthcare,Email Campaign,Healthcare Expo,57,Prospecting,45809,,64096.67,0,Lina Fernandez,OPP-00840
Team D,North-America,AgriHarvest,Agriculture,Webinar,FinTech Webinar,86,Qualified,45626,,69221.25,0,Chen Wei,OPP-00841
Team B,Middle-East,HealthPlus,Healthcare,Webinar,Healthcare Expo,54,Proposal Sent,45483,,18175.07,0,Rohit Menon,OPP-00842
Team A,Asia-Pacific,TechNova,Technology,Partnership,Referral Program,43,Qualified,45242,,30467.02,0,Alex Patel,OPP-00843
Team C,Latin-America,HealthPlus,Healthcare,Event,tech summit,61,Qualified,45793,,44856.61,0,Samir Gupta,OPP-00844
Team C,Middle-East,CloudWorks,Cloud Computing,Outbound,Summer Outreach,98,Negotiation,45315,,10410.07,0,Samir Gupta,OPP-00845
Team D,Asia-Pacific,MediCore,Healthcare,Partnership,EducationForum,37,Proposal Sent,45324,,58829.73,0,Chen Wei,OPP-00846
Team C,Middle-East,CloudWorks,Cloud Computing,Referral,Green tech day,36,Proposal Sent,45583,,36854.45,0,Samir Gupta,OPP-00847
Team B,North-America,Urbanmobility,Transportation,Unknown,AgriMeet,92,Proposal Sent,45636,,30007.54,0,Rohit Menon,OPP-00848
Team C,Middle-East,MediCore,Healthcare,Outbound,Summer Outreach,61,Prospecting,45203,,163014.97,0,Lina Fernandez,OPP-00849
Team B,North-America,TechNova,Technology,Event,Referral Program,56,Prospecting,45294,,20532.17,0,Meera Shah,OPP-00850
Team A,Latin-America,GreenSystems,Renewable Energy,Referral,green tech day,77,Prospecting,45419,,38380.3,0,Alex Patel,OPP-00851
Team E,North-America,Urbanmobility,Transportation,Event,Agri Meet,90,Proposal Sent,45680,,33887.54,0,Sara Ibrahim,OPP-00852
Team D,Latin-America,TechNova,Technology,Webinar,Healthcare Expo,78,Proposal Sent,45320,,87925.81,0,Emma Johnson,OPP-00853
Team C,Europe,BioHealth,Biotechnology,Referral,FinTech Webinar,54,Prospecting,45270,,23817.76,0,Samir Gupta,OPP-00854
Team E,North-America,SafeBank,Financial Services,Email Campaign,Spring Launch,35,Proposal Sent,45638,,20658.8,0,Rafael Souza,OPP-00855
Team E,Latin-America,MarketIQ,Market Intelligence,Webinar,Education Forum,89,Prospecting,45578,,37157.88,0,Sara Ibrahim,OPP-00856
Team E,Latin-America,SafeBank,Financial Services,Outbound,Healthcare expo,28,Proposal Sent,45201,,71188.47,0,Rafael Souza,OPP-00857
Team E,North-America,GreenTech,Renewable Energy,Outbound,Agri Meet,31,Prospecting,45728,,148175.79,0,Sara Ibrahim,OPP-00858
Team B,Asia-Pacific,HealthPlus,Healthcare,Email Campaign,Healthcare Expo,54,Negotiation,45525,,36524.61,0,Rohit Menon,OPP-00859
Team A,North-America,TechNova,Technology,Referral,Spring Launch,61,Proposal Sent,45756,,30019.4,0,Alex Patel,OPP-00860
Team B,Europe,FinEdge,Financial Services,Social Media,Summer Outreach,33,Qualified,45236,,63916.09,0,Rohit Menon,OPP-00861
Team A,North-America,TechNova,Technology,Webinar,Agri Meet,95,Proposal Sent,45329,,39816.24,0,Priya Singh,OPP-00862
Team A,Latin-America,FinPeak,FinTech,Event,Agri Meet,42,Qualified,45556,,40045,0,Unknown,OPP-00863
Team A,Latin-America,FinPeak,FinTech,Outbound,Spring Launch,21,Negotiation,45726,,14027.83,0,Priya Singh,OPP-00864
Team D,Europe,FinPeak,FinTech,Outbound,Education forum,63,Qualified,45363,,30298.98,0,Chen Wei,OPP-00865
Team A,North-America,SafeBank,Financial Services,Social Media,Education Forum,33,Proposal Sent,45617,,97939.37,0,Priya Singh,OPP-00866
Team E,North-America,FinEdge,Financial Services,Event,Summer Outreach,98,Closed Lost,45380,45502,24118.91,0,Rafael Souza,OPP-00867
Team B,Middle-East,AgriCorp,Agriculture,Social Media,FinTech Webinar,64,Negotiation,45501,,157585.55,0,Rohit Menon,OPP-00868
Team B,Europe,SafeBank,Financial Services,Social Media,Education Forum,73,Prospecting,45828,,94812.39,0,Rohit Menon,OPP-00869
Team C,Middle-East,HealthPlus,Healthcare,Email Campaign,FinTech Webinar,61,Closed Lost,45262,45299,31819.97,0,Samir Gupta,OPP-00870
Team A,Europe,BioHealth,Biotechnology,Partnership,Education Forum,55,Qualified,45539,,62441.58,0,Priya Singh,OPP-00871
Team B,Europe,CloudWorks,Cloud Computing,Referral,Healthcare expo,90,Prospecting,45471,,28091.8,0,Meera Shah,OPP-00872
Team C,Latin-America,GreenSystems,Renewable Energy,Event,Agri Meet,21,Proposal Sent,45550,,32453.2,0,Samir Gupta,OPP-00873
Team C,North-America,GreenSystems,Renewable Energy,Webinar,Summer Outreach,73,Qualified,45829,,137779.88,0,Lina Fernandez,OPP-00874
Team E,Europe,AgriHarvest,Agriculture,Outbound,Agri Meet,67,Negotiation,45263,,53688.21,0,Rafael Souza,OPP-00875
Team C,Asia-Pacific,MarketIQ,Market Intelligence,Inbound,Healthcare Expo,70,Closed Lost,45218,45260,82269.35,0,Samir Gupta,OPP-00876
Team E,Europe,MarketIQ,Market Intelligence,Webinar,Healthcare expo,28,Closed Won,45503,45623,94750.56,105931.7,Sara Ibrahim,OPP-00877
Team A,Europe,FinPeak,FinTech,Partnership,Green Tech Day,65,Proposal Sent,45736,,66241.53,0,Priya Singh,OPP-00878
Team D,Asia-Pacific,EduNext,Education,Partnership,Education forum,80,Prospecting,45276,,80767.1,0,Chen Wei,OPP-00879
Team A,Europe,TechNova,Technology,Inbound,Summer Outreach,91,Proposal Sent,45651,,111302.5,0,Priya Singh,OPP-00880
Team E,North-America,SafeBank,Financial Services,Outbound,Tech Summit,36,Prospecting,45303,,33686.38,0,Sara Ibrahim,OPP-00881
Team B,Latin-America,SafeBank,Financial Services,Partnership,agri meet,95,Qualified,45257,,76248.85,0,Rohit Menon,OPP-00882
Team E,Asia-Pacific,FinEdge,Financial Services,Outbound,summer outreach,61,Prospecting,45185,,48238.8,0,Sara Ibrahim,OPP-00883
Team A,North-America,AgriCorp,Agriculture,Email Campaign,education forum,99,Qualified,45413,,13011.61,0,Priya Singh,OPP-00884
Team A,Latin-America,GreenTech,Renewable Energy,Inbound,Tech Summit,86,Closed Won,45507,45523,37436.74,31104.07,Priya Singh,OPP-00885
Team D,Asia-Pacific,GreenTech,Renewable Energy,Partnership,Summer Outreach,74,Closed Lost,45519,45587,110835.05,0,Chen Wei,OPP-00886
Team C,Latin-America,FinEdge,Financial Services,Outbound,Tech Summit,76,Qualified,45456,,45838.04,0,Samir Gupta,OPP-00887
Team B,Asia-Pacific,EduNext,Education,Outbound,Spring Launch,45,Closed Won,45572,45750,17247.95,18588.15,Meera Shah,OPP-00888
Team C,Latin-America,CloudWorks,Cloud Computing,Partnership,Tech Summit,37,Qualified,45549,,35097.22,0,Unknown,OPP-00889
Team B,Middle-East,TechNova,Technology,Outbound,Spring Launch,95,Prospecting,45731,,28085.17,0,Meera Shah,OPP-00890
Team E,Latin-America,SafeBank,Financial Services,Partnership,Agri Meet,83,Closed Won,45658,45666,43717.53,35160.67,Rafael Souza,OPP-00891
Team B,Europe,CloudWorks,Cloud Computing,Outbound,Summer Outreach,92,Negotiation,45356,,56085.13,0,Rohit Menon,OPP-00892
Team B,North-America,AgriCorp,Agriculture,Inbound,education forum,78,Qualified,45239,,45225.34,0,Rohit Menon,OPP-00893
Team D,North-America,GreenTech,Renewable Energy,Referral,Green Tech Day,61,Prospecting,45476,,70083.39,0,Chen Wei,OPP-00894
Team E,Latin-America,TechNova,Technology,Webinar,Tech Summit,97,Closed Won,45262,45357,19828.18,20756.35,Sara Ibrahim,OPP-00895
Team D,Asia-Pacific,SafeBank,Financial Services,Social Media,healthcare expo,69,Negotiation,45314,,61270.16,0,Chen Wei,OPP-00896
Team C,Latin-America,AgriHarvest,Agriculture,Referral,Education Forum,28,Prospecting,45449,,60043.42,0,Lina Fernandez,OPP-00897
Team D,North-America,GreenSystems,Renewable Energy,Inbound,Healthcare Expo,22,Closed Lost,45560,45595,108018.77,0,Chen Wei,OPP-00898
Team D,Europe,GreenSystems,Renewable Energy,Outbound,Unknown,97,Qualified,45861,,81960.15,0,Chen Wei,OPP-00899
Team B,Latin-America,FinEdge,Financial Services,Event,TechSummit,80,Prospecting,45752,,26857.82,0,Rohit Menon,OPP-00900
